poster_session	id	session_ID	title	presenter	authors	affiliations
PS2	PO63	8	Molecular Characterization Of The !!Staphylococcus aureus!!! CC398 Population In Italy	Fabiola Feltrin	Fabiola Feltrin_1; Patricia Alba_1; Roberta Amoruso_1; Maria de los Angeles Argudín_2; Birgit Lauzat_3; Manuela Iurescia_1; Luigi Sorbara_1; Samuele Dottarelli_1; Virginia Carfora_1; Erika Menichini_1; Fiorentino Stravino_1; Beatriz Guerra_3; Antonio Battisti_1	Istituto Zooprofilattico Sperimentale del Lazio e della Toscana "M. Aleandri"; Veterinary and Agrochemical Research Centre (VAR-CODA-CERVA); Hôpital Erasme; Federal Institute for Risk Assessment (BfR)
PS2	PO64	8	!!Staphylococcus aureus!!! USA300 In Sub-saharan Africa	Lena Strauß	Lena Strauß_1; Marc Stegger_2; Anders Rhod Larsen_2; Geoffrey Coombs_3; Sebastien Breurec_4; Alexander Mellmann_1; Frieder Schaumburg_1	University of Münster; Statens Serum Institut; Murdoch University; University of Antilles
PS2	PO65	8	Evergreen; A Webtool For Surveillance Of Bacterial Outbreaks	Johanne Ahrenfeldt	Johanne Ahrenfeldt_1; Martin Christen Frølund Thomsen_1; Jose Bellod Cisneros_1; Ole Lund_1	Technical University of Denmark
PS2	PO66	8	Demography And Intercontinental Spread Of The Usa300 CA-MRSA Lineage	P Martins Simoes	P Martins Simoes_1; P Glaser_2; A. Villain_2; M Barbier_3; A Tristan_1; C Bouchier_2; L Ma_2; M Bes_1; F Laurent_1; D Guillemot_4; T Wirth_3; F Vandenesch_1	National Reference Center for Staphylococci, Hospices Civils de Lyon, CIRI INSERM U1111, Lyon 1 University; Institut Pasteur; Institut de Systématique, Evolution, Biodiversité, UMR-CNRS 7205, Muséum National d’Histoire Naturelle, Université Pierre et Marie Curie, Ecole Pratique des Hautes Etudes, Sorbonne Universités; Inserm UMR 1181 « Biostatistics, Biomathematics, Pharmacoepidemiology and Infectious Diseases (B2PHI); Institut Pasteur; Univ. Versailles Saint Quentin
PS2	PO67	8	In Vivo Characterisation Of Human Cytomegalovirus Genome Diversity Directly From Clinical Specimens Sampled Over Time Or From Different Compartments	Elias Hage	Elias Hage_1; Tina Ganzenmueller_1; Gavin Wilkie_2; Silvia Linnenweber-Held_3; Julius Schmidt_3; Eva Mischak-Weissinger_4; Anke Schwarz_3; Albert Heim_1; Thomas F. Schulz_1; Andrew J. Davison_2	Institute of Virology, Hannover Medical School; Centre for Virus Research, University of Glasgow; Department of Nephrology, Hannover Medical School; Department of Haematology, Haemostasis and Oncology, Hannover Medical School
PS2	PO68	8	Frequency And Predisposing Factors Of Upper Respiratory Tract Colonization By Gram-negative Rods In Untreated Chronic Lymphocytic Leukaemia Patients	Ewelina Grywalska	Ewelina Grywalska_1; Izabela Korona-Glowniak_1; Anna Malm_1; Jacek Rolinski_1	Medical University of Lublin
PS2	PO69	8	Re-evaluation Of !!Streptococcus pneumoniae!!! Carriage By Real-time PCR In Adults Over 60 Years Of Age	Sónia T. Almeida	Sónia T. Almeida_1; Tânia Pedro_1; Hermínia de Lencastre_2; Raquel Sá-Leão_1	Laboratory of Molecular Microbiology of Human Pathogens, ITQB/UNL; Laboratory of Microbiology and Infectious Diseases, The Rockefeller University
PS2	PO70	8	Whole Genome Sequencing Of Methicillin-resistant And Sensitive !!Staphylococcus aureus!!! Strains Isolated In The Cardiosurgical Area Of The Italian L. Sac	Gentile Bernardina	Gentile Bernardina_1; Rimoldi Sara Giordana_2; Pagani Cristina_2; Anselmo Anna_1; Palozzi Anna Maria_1; Fortunato Antonella_1; Di Gregorio Aannamaria_2; Lista Florigio_1; Gismondo Maria Rita_2	Histology and Molecular Biology Section, Army Medical Research Center; Microbiology Unit, L.Sacco University Hospital
PS2	PO71	8	DNA Structural Properties At Origin-of-transfer Regions Determine Hosts Of Mobile Plasmids	Jan Zrimec	Jan Zrimec_1; Aleš Lapanje_2	Faculty of Health Sciences, University of Primorska; Institute of Metagenomics and Microbial Technologies; Institute of Metagenomics and Microbial Technologies; Saratov state university
DS1	DS1	DS1	IRIDA’s Genomic Epidemiology Application Ontology: Genomic, Clinical And Epidemiological Data Standardization And Integration	Emma Griffiths	Emma Griffiths_1; Melanie Courtot_2; Damion Dooley_3; Josh Adam_4; Franklin Bristow_4; Joao A Carrico_5; Bhavjinder K. Dhillon_1; Alex Keddy_6; Matthew Laird_2; Thomas Matthews_4; Aaron Petkau_4; Julie Shay_1; Geoff Winsor_1; IRIDA Ontology Advisory Consortium_7; Robert Beiko_6; Lynn M Schriml_8; Eduardo Taboada_4; Gary Van Domselaar_4; Morag Graham_4; Fiona Brinkman_1; William Hsiao_3	Simon Fraser University; European Bioinformatics Institute; BC Public Health Microbiology and Reference Laboratory; National Microbiology Laboratory, Public Health Agency of Canada; University of Lisbon; Dalhousie University; BC Centre for Disease Control; University of Maryland School of Medicine
